segment	bias	drift	asymmetry	lag	gain_dev	hf_noise	z_bias	z_drift	z_asymmetry	z_lag	z_gain_dev	z_hf_noise	max_abs_z	top_feature	n_valid	v_mean
00369	0.00083	0.0003	0.06065	0.2	-0.03551	0.04408	0.42968	1.09267	1.12407	0.67449	-0.06557	0.6066	1.12407	asymmetry	600	30.10621
00370	-0.0016	-9e-05	0.01598	0.1	-0.05161	0.0216	-0.32442	-0.34672	-0.28933	0.0	-0.47249	-0.97487	0.97487	hf_noise	599	19.65665
00371	-0.00044	0.00032		0.1	-0.04278	0.04728	0.03615	1.16028		0.0	-0.24931	0.8312	1.16028	drift	600	20.45535
00372	-0.00294	0.00039	0.06423	0.1	-0.07861	0.06623	-0.73832	1.43649	1.23722	0.0	-1.15465	2.16431	2.16431	hf_noise	599	25.02518
00373	-0.00464	0.00016		0.2	-0.10254	0.04835	-1.26479	0.57686		0.67449	-1.75921	0.90654	1.75921	gain_dev	600	30.1532
00374	-0.00183	-0.0003	0.0162	0.1	-0.07831	0.01001	-0.39335	-1.11704	-0.28238	0.0	-1.14699	-1.7897	1.7897	hf_noise	313	6.76843
00375	-0.00036	-0.0001		0.2	-0.166	0.04338	0.06112	-0.40384		0.67449	-3.36244	0.55695	3.36244	gain_dev	600	34.85415
00376	-1e-05	-9e-05		0.1	0.01551	0.02807	0.16999	-0.34809		0.0	1.22333	-0.51988	1.22333	gain_dev	600	26.2677
00377	-0.00553	-0.00015	0.00877	0.1	-0.01341	0.04197	-1.54226	-0.57863	-0.51719	0.0	0.49282	0.45759	1.54226	bias	600	23.01213
00378	0.00279	0.00085	-0.00381	0.1	0.00362	0.05958	1.03764	3.12353	-0.91539	0.0	0.92304	1.69683	3.12353	drift	599	21.87401
00380	-0.00284	-8e-05	0.02055	0.1	-0.01393	0.02472	-0.70703	-0.32075	-0.14459	0.0	0.47969	-0.7556	0.7556	hf_noise	599	18.09519
00381	0.0026	-2e-05	-7e-05	0.1	-0.00436	0.00719	0.97772	-0.08302	-0.797	0.0	0.72131	-1.98845	1.98845	hf_noise	587	8.61874
00382	-0.0006	7e-05		0.2	-0.44566	0.03213	-0.01427	0.25159		0.67449	-10.42799	-0.23425	10.42799	gain_dev	600	25.57127
00383	-0.00052	-0.00054	0.03519	0.1	-0.11972	0.02457	0.01149	-2.01108	0.31837	0.0	-2.19311	-0.76623	2.19311	gain_dev	346	16.22362
00384	-0.01758	-0.00107	0.06403	0.0	-0.04222	0.04431	-5.2758	-3.97073	1.23075	-0.67449	-0.23515	0.62245	5.2758	bias	600	19.86796
00385	0.00445	-6e-05	0.0098	0.0	-0.01028	0.04015	1.5523	-0.25438	-0.4847	-0.67449	0.57186	0.32974	1.5523	bias	599	25.49351
00386	-0.00138	-1e-05		0.2	-0.24503	0.01391	-0.25617	-0.06843		0.67449	-5.35901	-1.51531	5.35901	gain_dev	471	14.95347
00387	0.00393	-1e-05		0.2	-0.04285	0.0396	1.38911	-0.06221		0.67449	-0.25099	0.29116	1.38911	bias	599	25.52825
00388	0.0009	3e-05	0.00901	0.2	-0.00965	0.03776	0.45242	0.0852	-0.50954	0.67449	0.58781	0.16188	0.67449	lag	340	14.6858
00389	-0.00282	0.00038	0.02642	0.2	-0.02703	0.04794	-0.70187	1.38624	0.04102	0.67449	0.1486	0.87776	1.38624	drift	599	26.88617
00390	0.00098	0.00011		0.2	-0.08669	0.03719	0.47716	0.39666		0.67449	-1.35859	0.12136	1.35859	gain_dev	599	29.19342
00391	-0.00434	-0.00055	0.03633	0.1	-0.0138	0.04394	-1.17168	-2.05998	0.3547	0.0	0.48297	0.59655	2.05998	drift	600	19.85466
00392	-0.00081	-0.00012	0.00206	0.1	0.00022	0.02614	-0.07778	-0.45301	-0.72947	0.0	0.83714	-0.65576	0.83714	gain_dev	599	11.86564
00394	0.00152	-0.00011	0.08051	0.1	-0.0207	0.06111	0.64326	-0.42335	1.75234	0.0	0.30843	1.80413	1.80413	hf_noise	599	23.62145
00395	0.00085	0.00084	0.02131	0.0	-0.01774	0.03831	0.43511	3.07973	-0.12061	-0.67449	0.38336	0.20054	3.07973	drift	599	28.80584
00396	-0.00732	-0.00029		0.0	-0.03406	0.02414	-2.0964	-1.09107		-0.67449	-0.02892	-0.79617	2.0964	bias	599	14.94787
00397	0.00081	-0.0		0.2	-0.0973	0.00812	0.42403	-0.03228		0.67449	-1.62686	-1.9228	1.9228	hf_noise	599	9.48375
00398	4e-05	7e-05	-0.03723	0.1	0.11357	0.00778	0.18417	0.22425	-1.97234	0.0	3.70085	-1.94658	3.70085	gain_dev	411	8.11819
00399	-0.03439	-0.00257	-0.1186	0.1	0.09491	0.04336	-10.4864	-9.5179	-4.54672	0.0	3.22936	0.55548	10.4864	bias	599	19.91065
00400	-0.0023	0.00042	-0.03054	0.0	0.02333	0.0432	-0.5403	1.53393	-1.76089	-0.67449	1.42095	0.5447	1.76089	asymmetry	599	16.70187
00401	0.00219	-1e-05	-0.00587	0.1	0.00154	0.04157	0.8502	-0.07063	-0.98048	0.0	0.87053	0.42987	0.98048	asymmetry	599	27.15373
00402	0.022	0.0011	-0.02863	0.0	0.04512	0.04041	6.99219	4.05986	-1.7003	-0.67449	1.97155	0.34843	6.99219	bias	599	13.67355
00403	-0.00136	-0.00071	-0.01452	0.0	0.02902	0.03382	-0.24762	-2.63999	-1.25391	-0.67449	1.56481	-0.11566	2.63999	drift	600	21.40776
00404	0.00354	-0.00015	0.02131	0.1	-0.00977	0.02684	1.26984	-0.59276	-0.12052	0.0	0.58477	-0.60633	1.26984	bias	599	26.35797
00405	-0.0007	-0.00011	0.04548	0.2	-0.02453	0.03551	-0.04396	-0.43205	0.64415	0.67449	0.21176	0.00331	0.67449	lag	599	26.40683
00406	0.00252	0.00035	0.09312	0.0	-0.04044	0.04155	0.95445	1.28593	2.15113	-0.67449	-0.19016	0.42805	2.15113	asymmetry	600	24.69388
00407	-0.00098	0.00025	0.00843	0.1	-0.00547	0.05501	-0.13001	0.89079	-0.52795	0.0	0.69331	1.37485	1.37485	hf_noise	600	14.3882
00408	-0.00716	0.00012		0.1	-0.05676	0.03747	-2.04604	0.40438		0.0	-0.60258	0.14123	2.04604	bias	600	30.48866
00409	0.00134	0.00043	0.03353	0.2	-0.04774	0.04298	0.58634	1.56428	0.26592	0.67449	-0.37465	0.52899	1.56428	drift	599	25.14016
00410	-0.00618	0.00022	0.03717	0.2	-0.03987	0.03606	-1.74203	0.79055	0.38115	0.67449	-0.17571	0.04194	1.74203	bias	599	25.87121
00411	0.00261	0.0002		0.2	-0.57838	0.01113	0.98023	0.71394		0.67449	-13.78106	-1.71106	13.78106	gain_dev	600	13.40009
00412	-0.00114	-0.00019	-0.01201	0.0	0.02878	0.0135	-0.1822	-0.71276	-1.17479	-0.67449	1.55857	-1.54417	1.55857	gain_dev	544	8.31143
00413	-0.00603	-0.00025	0.03341	0.1	-0.03242	0.04741	-1.69768	-0.94723	0.26236	0.0	0.01256	0.84028	1.69768	bias	600	26.45626
00414	-0.00072	-1e-05		0.1	-0.14344	0.00861	-0.05101	-0.0682		0.0	-2.79253	-1.88815	2.79253	gain_dev	442	6.93789
00415	0.00715	0.00128	0.0819	0.1	-0.04543	0.06199	2.39006	4.70257	1.79614	0.0	-0.31627	1.86599	4.70257	drift	600	12.43779
00416	5e-05	5e-05	0.00532	0.0	-0.02225	0.01119	0.1876	0.18152	-0.62657	-0.67449	0.26939	-1.70697	1.70697	hf_noise	500	11.23329
00417	0.00135	-0.00022		0.1	-0.17768	0.0297	0.58999	-0.8459		0.0	-3.65744	-0.40508	3.65744	gain_dev	599	24.1709
00418	-0.0026	0.0001		0.2	-0.17046	0.03313	-0.63377	0.36722		0.67449	-3.475	-0.16417	3.475	gain_dev	599	32.2813
00419	-0.01466	-0.00104	0.06765	0.1	-0.04634	0.03649	-4.37175	-3.86983	1.3453	0.0	-0.33933	0.07214	4.37175	bias	601	11.06221
00421	-0.00557	-0.00088	0.09311	0.0	-0.04503	0.03075	-1.55401	-3.27785	2.15072	-0.67449	-0.30622	-0.33117	3.27785	drift	600	27.64202
00422	0.00351	9e-05		0.2	-0.32766	0.04226	1.25921	0.32105		0.67449	-7.44666	0.47838	7.44666	gain_dev	599	28.0532
00423	-0.00235	5e-05	-0.01075	0.1	0.04345	0.02016	-0.55743	0.16215	-1.13465	0.0	1.9294	-1.07578	1.9294	gain_dev	450	8.43185
00424	-0.00576	6e-05	0.09376	0.1	-0.06048	0.03943	-1.61296	0.19446	2.17143	0.0	-0.69643	0.27961	2.17143	asymmetry	600	25.79278
00425	0.0026	-0.00014		0.2	-0.12688	0.04	0.97731	-0.55727		0.67449	-2.37409	0.31913	2.37409	gain_dev	600	29.38167
00426	0.00069	0.00011		0.1	-0.01022	0.0106	0.38561	0.39422		0.0	0.57344	-1.74873	1.74873	hf_noise	595	9.01386
00427	0.00032	-0.00051	0.00219	0.1	-0.00468	0.0384	0.27155	-1.91771	-0.72549	0.0	0.71339	0.20657	1.91771	drift	599	27.99487
00428	-0.00068	5e-05		0.0	0.00739	0.00608	-0.03979	0.17386		-0.67449	1.01819	-2.06624	2.06624	hf_noise	323	6.99221
00429	0.00517	-0.00027	0.01375	0.1	-0.02431	0.0457	1.77384	-1.00824	-0.35968	0.0	0.2174	0.72014	1.77384	bias	600	34.87554
00430	-0.00107	0.0001	0.00867	0.0	-0.00796	0.03449	-0.15968	0.33967	-0.52037	-0.67449	0.63052	-0.06853	0.67449	lag	369	11.13337
00431	-0.00073	2e-05		0.2	-0.67627	0.03445	-0.05474	0.06435		0.67449	-16.25432	-0.07103	16.25432	gain_dev	600	25.58702
00432	-0.00016	-0.00042	0.0039	0.0	-0.00344	0.02704	0.12338	-1.59295	-0.67128	-0.67449	0.74475	-0.59214	1.59295	drift	600	23.94483
00433	0.00288	0.0001		0.1	-0.00273	0.01786	1.06412	0.33205		0.0	0.76267	-1.23807	1.23807	hf_noise	600	14.29986
00434	-0.00258	0.00011	0.00206	0.1	0.00041	0.04629	-0.62669	0.39612	-0.7296	0.0	0.84187	0.76184	0.84187	gain_dev	600	17.4482
00435	-0.00339	0.00029	-0.00122	0.1	0.03404	0.02361	-0.87843	1.0592	-0.83346	0.0	1.69148	-0.83321	1.69148	gain_dev	600	15.12024
00436	0.00265	-0.00027	-0.00466	0.1	5e-05	0.03727	0.99262	-1.00286	-0.9422	0.0	0.83283	0.12751	1.00286	drift	600	15.05196
00437	0.00151	0.00028	0.06461	0.2	-0.07977	0.04897	0.64146	1.02798	1.24927	0.67449	-1.18385	0.95027	1.24927	asymmetry	600	30.26914
00438	-0.0069	0.00021	0.01083	0.1	-0.01274	0.04407	-1.96775	0.73842	-0.45219	0.0	0.50956	0.60538	1.96775	bias	600	19.29545
00439	0.00017	0.00021		0.2	-0.46769	0.0285	0.22646	0.74081		0.67449	-10.98454	-0.48982	10.98454	gain_dev	600	23.83906
00440	0.00011	0.00039	0.06712	0.1	-0.0277	0.05808	0.206	1.44001	1.3286	0.0	0.13179	1.59104	1.59104	hf_noise	489	23.08882
00441	-0.00263	1e-05	0.06678	0.2	-0.05002	0.04961	-0.64419	0.0313	1.31778	0.67449	-0.43216	0.99521	1.31778	asymmetry	599	30.17451
00442	-0.00108	-0.0005		0.0	-0.03975	0.03322	-0.161	-1.85552		-0.67449	-0.17272	-0.15781	1.85552	drift	600	27.21145
00443	0.00054	-0.00022		0.3	-0.23922	0.03789	0.3404	-0.83594		1.34898	-5.21231	0.17111	5.21231	gain_dev	600	26.49844
00444	0.00417	0.00019		0.2	-0.14101	0.04704	1.46393	0.67709		0.67449	-2.73106	0.81443	2.73106	gain_dev	599	30.746
00445	0.00018	0.00019	0.03085	0.1	-0.02881	0.04296	0.22925	0.68849	0.18119	0.0	0.10361	0.52737	0.68849	drift	599	18.10104
00446	0.00168	0.0002	0.03768	0.1	-0.0303	0.05997	0.69226	0.72709	0.39714	0.0	0.06607	1.72424	1.72424	hf_noise	600	19.7408
00447	-0.00342	5e-05		0.2	-0.22535	0.02803	-0.88879	0.16796		0.67449	-4.86187	-0.52245	4.86187	gain_dev	599	30.11234
00448	0.0021	-7e-05		0.1	-0.17114	0.03177	0.82317	-0.28855		0.0	-3.49218	-0.25963	3.49218	gain_dev	600	28.01841
00449	-6e-05	0.00028		0.2	-0.27191	0.03122	0.15388	1.03193		0.67449	-6.03833	-0.29821	6.03833	gain_dev	600	26.00538
00450	-0.0055	-0.00015	0.08051	0.2	-0.11577	0.05532	-1.53376	-0.5657	1.75237	0.67449	-2.09343	1.39685	2.09343	gain_dev	600	34.83597
00451	0.0004	6e-05		0.1	0.00428	0.01006	0.29769	0.20145		0.0	0.93973	-1.78676	1.78676	hf_noise	468	9.57793
00452	-0.00357	-0.00014		0.1	-0.22605	0.02408	-0.93452	-0.53278		0.0	-4.87949	-0.80032	4.87949	gain_dev	529	14.6361
00453	-0.00379	0.00042	0.0251	0.1	-0.00755	0.03049	-1.00298	1.54818	-0.00057	0.0	0.64089	-0.34982	1.54818	drift	600	19.1439
00454	0.00653	-1e-05	0.04668	0.0	-0.0282	0.04603	2.19496	-0.04037	0.68213	-0.67449	0.11916	0.74363	2.19496	bias	599	23.84939
00455	0.00341	0.00029		0.1	-0.09921	0.04766	1.23037	1.03482		0.0	-1.6749	0.85833	1.6749	gain_dev	599	23.48104
00456	0.00826	-4e-05	0.00364	0.1	-0.0086	0.04528	2.73124	-0.15624	-0.6797	0.0	0.61414	0.69057	2.73124	bias	599	33.71921
00457	0.00048	-0.0001	0.04657	0.1	-0.04118	0.02323	0.32268	-0.3845	0.67848	0.0	-0.2088	-0.86046	0.86046	hf_noise	559	18.49472
00458	-0.00153	0.00044		0.2	-0.01262	0.03441	-0.30302	1.59412		0.67449	0.51263	-0.07399	1.59412	drift	599	26.22984
00460	0.00462	-0.00018	0.02571	0.1	-0.02225	0.05433	1.60399	-0.68942	0.0186	0.0	0.26931	1.32699	1.60399	bias	600	24.6321
00461	0.00097	4e-05		0.0	-0.00721	0.02836	0.47263	0.1389		-0.67449	0.64942	-0.49903	0.67449	lag	600	25.37655
00462	0.00183	-0.00078		0.1	-0.05493	0.03599	0.74064	-2.92468		0.0	-0.55635	0.03731	2.92468	drift	599	30.02947
00463	0.0011	-9e-05	0.01005	0.1	-0.01138	0.02061	0.51314	-0.33629	-0.47665	0.0	0.54411	-1.04416	1.04416	hf_noise	600	21.04849
00464	0.00018	-0.00033	0.01008	0.1	-0.01694	0.035	0.22811	-1.22812	-0.47592	0.0	0.40355	-0.03219	1.22812	drift	600	24.20406
00465	0.00222	1e-05	0.04316	0.0	-0.02948	0.06262	0.8605	0.01425	0.57079	-0.67449	0.08662	1.91014	1.91014	hf_noise	600	21.77246
00466	-0.00861	-0.00088	0.10714	0.0	-0.0453	0.05041	-2.4972	-3.26509	2.59474	-0.67449	-0.31289	1.05138	3.26509	drift	600	20.26569
00467	-0.00397	2e-05	-0.00502	0.0	0.0061	0.02841	-1.05941	0.06339	-0.95344	-0.67449	0.98554	-0.49567	1.05941	bias	600	16.62658
00468	-0.00515	9e-05	-0.01226	0.1	0.00085	0.09977	-1.4228	0.31362	-1.1827	0.0	0.85295	4.52333	4.52333	hf_noise	599	20.89027
00469	0.00136	0.00014	0.00731	0.1	0.00575	0.03017	0.59514	0.49967	-0.56338	0.0	0.97671	-0.37188	0.97671	gain_dev	599	16.90535
00470	-0.00207	-0.00027	0.05947	0.2	-0.0732	0.04067	-0.47069	-1.02507	1.08674	0.67449	-1.01779	0.36617	1.08674	asymmetry	600	20.70371
00471	0.006	-0.0003	-0.00544	0.0	0.00856	0.02129	2.03099	-1.13569	-0.96677	-0.67449	1.04777	-0.99633	2.03099	bias	422	13.86997
00472	-0.00124	0.00041	0.01734	0.0	-0.0052	0.04191	-0.21208	1.4902	-0.24608	-0.67449	0.70026	0.4538	1.4902	drift	599	26.40394
00473	-0.00243	3e-05	0.02616	0.1	-0.01292	0.03631	-0.57981	0.10621	0.03282	0.0	0.50501	0.05976	0.57981	bias	599	19.05646
00474	0.00867	-0.00054	0.02445	0.0	-0.02428	0.0338	2.86042	-2.01643	-0.02127	-0.67449	0.21814	-0.11648	2.86042	bias	600	25.6131
00475	0.00223	-0.00015	0.01226	0.1	-0.01538	0.02087	0.86359	-0.56578	-0.40682	0.0	0.44307	-1.0259	1.0259	hf_noise	599	19.2137
00477	0.00389	0.00021	0.01702	0.1	-0.01563	0.04567	1.37789	0.74544	-0.25632	0.0	0.43652	0.71841	1.37789	bias	599	34.85645
00478	-0.00122	0.00015		0.1	-0.05194	0.02875	-0.20599	0.52822		0.0	-0.4806	-0.47171	0.52822	drift	600	22.918
00479	-0.00258	-5e-05		0.2	-0.12568	0.02417	-0.62852	-0.1885		0.67449	-2.34365	-0.79417	2.34365	gain_dev	600	20.43077
00480	-0.00341	0.0001	0.02212	0.1	-0.01786	0.03131	-0.88496	0.36532	-0.095	0.0	0.38028	-0.29157	0.88496	bias	599	19.75004
00481	0.00285	-6e-05		0.2	-0.02848	0.02694	1.05462	-0.26008		0.67449	0.11203	-0.59936	1.05462	bias	599	21.193
00482	-0.00335	0.00018		0.2	-0.1362	0.03413	-0.86695	0.64041		0.67449	-2.60951	-0.09346	2.60951	gain_dev	599	24.9549
00483	-0.0076	2e-05	0.0131	0.0	-0.01071	0.04027	-2.18179	0.05004	-0.38034	-0.67449	0.56103	0.33803	2.18179	bias	599	26.83631
00484	0.00158	7e-05	0.03192	0.1	-0.02941	0.03374	0.66298	0.24386	0.21496	0.0	0.0886	-0.12062	0.66298	bias	600	18.47873
00485	0.00219	0.00025		0.2	-0.22442	0.01167	0.85151	0.88975		0.67449	-4.83849	-1.67337	4.83849	gain_dev	465	19.78195
00486	0.00085	0.00028	0.01287	0.0	-0.01118	0.0384	0.43686	1.03293	-0.38744	-0.67449	0.54901	0.20711	1.03293	drift	599	24.96743
00487	-0.00174	0.00012		0.1	-0.0094	0.02791	-0.36651	0.43164		0.0	0.59403	-0.53115	0.59403	gain_dev	544	21.67199
00488	-0.00289	-0.00019	0.02484	0.0	-0.01551	0.03671	-0.72458	-0.73692	-0.00879	-0.67449	0.43969	0.08791	0.73692	drift	599	20.41547
00489	0.00089	-6e-05		0.2	-0.08523	0.00805	0.44806	-0.24829		0.67449	-1.32189	-1.92784	1.92784	hf_noise	600	12.07587
00490	-0.0007	0.0002		0.1	-0.09465	0.04779	-0.04478	0.71731		0.0	-1.55989	0.86725	1.55989	gain_dev	599	19.72506
00491	-0.00147	0.00025	0.02184	0.2	-0.03643	0.03257	-0.2818	0.90572	-0.10375	0.67449	-0.08874	-0.20355	0.90572	drift	599	25.81569
00492	-0.00379	4e-05	0.03454	0.1	-0.02553	0.04135	-1.00174	0.13077	0.29781	0.0	0.18662	0.4145	1.00174	bias	599	26.69184
00493	-0.00224	0.00011		0.2	-0.21229	0.02513	-0.52172	0.36928		0.67449	-4.53187	-0.72685	4.53187	gain_dev	587	19.68803
00494	0.00146	-6e-05		0.2	-0.05277	0.0323	0.62464	-0.22539		0.67449	-0.50167	-0.22197	0.67449	lag	599	26.87443
00495	-0.00027	2e-05		0.1	0.00806	0.00609	0.08854	0.04416		0.0	1.03519	-2.06592	2.06592	hf_noise	600	8.81366
00497	0.00056	-5e-05		0.2	-0.50405	0.03402	0.34444	-0.19738		0.67449	-11.90329	-0.10155	11.90329	gain_dev	599	27.806
00498	-0.00488	0.00061	0.03784	0.1	-0.03271	0.0658	-1.33919	2.22149	0.4024	0.0	0.00519	2.13372	2.22149	drift	600	29.26525
00499	-0.0026	8e-05	0.03858	0.1	-0.05083	0.03892	-0.63311	0.25786	0.42591	0.0	-0.45261	0.24327	0.63311	bias	599	24.7075
00500	-0.00108	8e-05	0.00985	0.1	-0.01371	0.04467	-0.16249	0.26686	-0.48299	0.0	0.48514	0.64768	0.64768	hf_noise	599	26.06659
00501	-0.00414	0.00024	0.12759	0.1	-0.0493	0.05756	-1.11081	0.86516	3.2417	0.0	-0.41411	1.55473	3.2417	asymmetry	599	28.36846
00502	0.00056	0.00025	0.10882	0.2	-0.0776	0.06751	0.34605	0.89737	2.64788	0.67449	-1.12896	2.2539	2.64788	asymmetry	600	34.23312
00503	0.00594	0.00049		0.1	0.01782	0.0171	2.01375	1.80535		0.0	1.28175	-1.29119	2.01375	bias	350	10.04204
00504	-0.00672	-0.00038		0.2	-0.14245	0.06495	-1.91068	-1.41724		0.67449	-2.76749	2.07416	2.76749	gain_dev	600	27.18895
00505	-0.0023	-0.00041		0.3	-0.59918	0.0346	-0.54171	-1.53083		1.34898	-14.30675	-0.06075	14.30675	gain_dev	600	28.32813
00506	-0.00079	-0.00019		0.2	-0.32523	0.04646	-0.0737	-0.71634		0.67449	-7.38539	0.77366	7.38539	gain_dev	600	26.05787
00507	0.00228	0.00013	0.00529	0.1	-0.01823	0.02263	0.87893	0.44808	-0.62737	0.0	0.37089	-0.90209	0.90209	hf_noise	600	14.06238
00508	0.00809	-0.00024	0.09063	0.0	-0.04171	0.02308	2.68074	-0.89109	2.07223	-0.67449	-0.22227	-0.87047	2.68074	bias	557	10.98225
00509	-0.00341	-0.00017		0.2	-0.03283	0.03503	-0.88588	-0.65549		0.67449	0.00199	-0.03044	0.88588	bias	600	29.54137
00510	-0.00057	-2e-05		0.2	-0.48036	0.02731	-0.00489	-0.09007		0.67449	-11.30462	-0.57317	11.30462	gain_dev	599	23.54192
00512	-0.00611	-0.00061	0.05333	0.1	-0.02021	0.06723	-1.72252	-2.27354	0.89235	0.0	0.32082	2.23448	2.27354	drift	599	28.5692
00513	-0.00071	0.0		0.1	-0.21574	0.00455	-0.04656	-0.0144		0.0	-4.61914	-2.17414	4.61914	gain_dev	347	6.96857
00514	-0.00336	-0.00014		0.2	-0.30602	0.01107	-0.86757	-0.52641		0.67449	-6.90003	-1.71564	6.90003	gain_dev	600	13.72292
00515	-0.00217	0.00013		0.2	-0.12483	0.03176	-0.50021	0.45186		0.67449	-2.3222	-0.26042	2.3222	gain_dev	600	27.28812
00516	0.0025	-6e-05	0.06211	0.1	-0.03612	0.06674	0.94608	-0.23468	1.1702	0.0	-0.08098	2.19992	2.19992	hf_noise	599	19.89749
00517	0.00021	-0.00091	0.01056	0.0	-0.00157	0.05327	0.2369	-3.38548	-0.46053	-0.67449	0.79182	1.25299	3.38548	drift	599	29.91472
00518	0.00409	-0.00019		0.2	-0.28398	0.04378	1.44068	-0.71352		0.67449	-6.34328	0.58509	6.34328	gain_dev	600	34.39902
00519	-0.00845	0.00013	-0.02527	0.1	0.03721	0.02983	-2.44588	0.47538	-1.59416	0.0	1.77165	-0.39608	2.44588	bias	600	14.39777
00520	-0.00152	-0.0001		0.1	0.08597	0.00267	-0.29978	-0.39905		0.0	3.00367	-2.3061	3.00367	gain_dev	340	6.08018
00521	-0.0022	-0.0003	-0.00684	0.1	-0.0001	0.03766	-0.5103	-1.12783	-1.01122	0.0	0.82913	0.15462	1.12783	drift	547	14.91164
00522	-0.0035	0.00025		0.2	-0.1882	0.04703	-0.91265	0.89137		0.67449	-3.9234	0.81364	3.9234	gain_dev	599	29.34
00523	-0.00201	-0.00014		0.1	-0.00979	0.0442	-0.45136	-0.52931		0.0	0.58414	0.61452	0.61452	hf_noise	599	21.47688
00524	0.00347	-0.00024	-0.02175	0.1	-0.01597	0.04103	1.24797	-0.92431	-1.48288	0.0	0.42813	0.39173	1.48288	asymmetry	599	17.86582
00525	0.00259	0.00039	0.01587	0.2	-0.03426	0.05769	0.9744	1.42978	-0.29265	0.67449	-0.03399	1.56343	1.56343	hf_noise	600	22.17535
00526	-0.00584	0.00031	0.02512	0.1	-0.05054	0.03508	-1.63678	1.13566	0.0	0.0	-0.44527	-0.02659	1.63678	bias	600	15.23646
00528	-0.00101	0.00022		0.1	-0.14436	0.02597	-0.14117	0.7769		0.0	-2.81568	-0.66728	2.81568	gain_dev	599	19.99752
00529	-0.00733	-0.00054	0.06268	0.0	-0.03478	0.04764	-2.10021	-2.03799	1.18826	-0.67449	-0.04721	0.85676	2.10021	bias	600	17.7887
00530	-0.00375	-8e-05		0.1	-0.08093	0.02176	-0.98901	-0.31368		0.0	-1.21304	-0.96387	1.21304	gain_dev	599	20.56377
00531	0.00753	-0.00111	0.02489	0.0	0.00965	0.03949	2.50786	-4.13733	-0.00735	-0.67449	1.07522	0.28349	4.13733	drift	600	15.61996
00532	-0.00095	-2e-05		0.2	-0.01189	0.04402	-0.12063	-0.08476		0.67449	0.53111	0.60238	0.67449	lag	600	32.31687
00533	-0.00029	0.00027	-0.01116	0.0	0.00997	0.03327	0.08273	0.96379	-1.14787	-0.67449	1.08346	-0.15384	1.14787	asymmetry	599	21.02397
00534	-0.02086	-0.0007	0.09242	0.0	-0.03057	0.07397	-6.29347	-2.61554	2.129	-0.67449	0.0592	2.7087	6.29347	bias	600	30.54818
00535	0.00138	0.00039	0.0326	0.0	-0.01169	0.03412	0.60131	1.43001	0.2367	-0.67449	0.53623	-0.09411	1.43001	drift	600	29.97805
00536	-0.00636	-9e-05	0.05604	0.1	-0.05001	0.05232	-1.80021	-0.3611	0.97813	0.0	-0.43194	1.18617	1.80021	bias	600	31.07804
00537	0.00493	0.00024	0.07025	0.2	-0.04557	0.05117	1.69942	0.8658	1.42758	0.67449	-0.31968	1.10471	1.69942	bias	600	32.5563
00538	-0.0002	0.00042		0.2	-0.48561	0.04201	0.11116	1.53659		0.67449	-11.43747	0.461	11.43747	gain_dev	600	26.86494
00539	0.00017	-4e-05		0.2	-0.04935	0.0243	0.2254	-0.17058		0.67449	-0.41519	-0.78466	0.78466	hf_noise	600	25.84773
00540	-0.01868	-0.00026	0.0641	0.1	-0.03375	0.06836	-5.61639	-0.98538	1.23319	0.0	-0.02125	2.31398	5.61639	bias	600	29.33667
00541	-0.00083	0.00019	-0.0228	0.1	0.05225	0.0115	-0.08623	0.6914	-1.51587	0.0	2.15168	-1.68496	2.15168	gain_dev	600	7.78848
00542	0.0039	-0.0004	0.04031	0.1	-0.03987	0.03982	1.38094	-1.50574	0.48036	0.0	-0.17579	0.30638	1.50574	drift	600	30.83856
00543	-0.03771	0.00479		0.0	-0.76968	0.84796	-11.51559	17.71928		-0.67449	-18.61434	57.14574	57.14574	hf_noise	510	12.55631
00544	-0.00091	-0.00015		0.1	-0.00546	0.03159	-0.1095	-0.57867		0.0	0.69366	-0.27251	0.69366	gain_dev	599	30.33287
00545	0.00507	-5e-05	0.00648	0.0	0.04418	0.01439	1.74282	-0.21848	-0.5897	-0.67449	1.94781	-1.48221	1.94781	gain_dev	511	11.32616
00546	0.00324	0.00022		0.2	-0.25852	0.03324	1.17703	0.7864		0.67449	-5.69985	-0.15598	5.69985	gain_dev	600	27.97113
00547	0.00273	0.00018	0.10638	0.1	-0.14406	0.04638	1.01894	0.63959	2.57065	0.0	-2.80804	0.7684	2.80804	gain_dev	600	28.89227
00548	-0.00248	0.00051	0.08946	0.1	-0.07513	0.03871	-0.59547	1.88194	2.03542	0.0	-1.06653	0.22875	2.03542	asymmetry	600	25.05551
00549	0.0049	-0.00011	0.01203	0.1	-0.00839	0.0346	1.69052	-0.43039	-0.41427	0.0	0.61944	-0.06062	1.69052	bias	599	30.85692
00550	0.00024	0.0002	0.0343	0.2	-0.04536	0.03388	0.24592	0.71362	0.29035	0.67449	-0.31445	-0.11141	0.71362	drift	599	23.26605
00552	-0.00498	0.00044	0.08381	0.2	-0.04172	0.03899	-1.37221	1.59932	1.85667	0.67449	-0.22251	0.24806	1.85667	asymmetry	599	34.88965
00553	0.00163	-0.0006		0.1	-0.04832	0.04221	0.67691	-2.26028		0.0	-0.38929	0.4751	2.26028	drift	599	24.44056
